id,title,artist,genre,danceability,energy,valence,acousticness,tempo
1479,Nothing Can Stop Us,Soothsayers,afrobeat,0.78,0.758,0.911,0.159,111.038
1480,EMOTIONS,Jor'dan Armstrong,afrobeat,0.484,0.572,0.397,0.245,138.342
1481,Tomowa,Voilaaa;Renaud Bilombo,afrobeat,0.902,0.75,0.964,0.101,121.989
1482,Spies Are Watching Me - Patchworks Remix,Voilaaa;Sir Jean;Patchworks,afrobeat,0.861,0.671,0.961,0.0424,127.015
1483,Asi No Se Puede Muchaches,Romperayo,afrobeat,0.736,0.885,0.832,0.0684,112.01
1484,Evolui (Bem Aventurados),OQuadro,afrobeat,0.851,0.772,0.922,0.0462,93.521
1485,Pi-di-di-di,Calle 13,afrobeat,0.817,0.676,0.64,0.0509,94.943
1486,Vuela Junto a Mí,Newen Afrobeat,afrobeat,0.795,0.904,0.85,0.339,100.045
1487,Canoeiro (vinheta),Afrocidade;Nildes Bomfim,afrobeat,0.573,0.92,0.4,0.786,110.488
1488,Walk 4 Ground,Gyedu-Blay Ambolley,afrobeat,0.798,0.728,0.822,0.0437,120.001
1489,Exu,Metá Metá,afrobeat,0.643,0.507,0.611,0.927,116.743
1490,That Woman (Congo Sanchez Remix) [feat. Alan Evans],Euforquestra;Alan Evans,afrobeat,0.735,0.721,0.792,0.271,93.0
1491,Chicha Negra,Money Chicha,afrobeat,0.452,0.853,0.937,0.0139,97.222
1492,Tame the Beats,Ikebe Shakedown,afrobeat,0.826,0.744,0.977,0.396,144.981
1493,Nowa - Radio Edit,The Bongo Hop;Maikcel,afrobeat,0.742,0.919,0.96,0.3,99.906
1494,Deeper and Deeper,Jackie Mittoo,afrobeat,0.577,0.593,0.536,0.859,78.238
1495,Trail of Tears,The Budos Band,afrobeat,0.532,0.641,0.604,0.0235,96.142
1496,I'm Wit It,Jor'dan Armstrong,afrobeat,0.82,0.587,0.55,0.231,100.014
1497,Nación Nueva,Newen Afrobeat,afrobeat,0.668,0.75,0.705,0.0175,134.96
1498,Son de la Loma,Manu Dibango;Cuarteto Patria,afrobeat,0.485,0.741,0.936,0.317,103.72
1499,Che Revolution (feat. La Dame Blanche),El Hijo De La Cumbia;La Dame Blanche,afrobeat,0.735,0.919,0.155,0.0371,109.022
1500,Só,Samuca e a Selva,afrobeat,0.757,0.84,0.734,0.0278,112.081
1501,Higher,Jor'dan Armstrong,afrobeat,0.765,0.888,0.625,0.27,120.042
1502,Only Now - Bosq Remix,Warsaw Afrobeat Orchestra;Bosq,afrobeat,0.788,0.917,0.747,0.117,108.991
1503,Era de amar,Jorge Drexler,afrobeat,0.697,0.632,0.792,0.608,74.359
1504,Five Thirty,Ernest Ranglin,afrobeat,0.751,0.279,0.41,0.0933,138.848
1505,O Trem Azul,Samuca e a Selva;Liniker,afrobeat,0.718,0.458,0.569,0.382,170.92
1506,Fiesta de Locos,Calle 13,afrobeat,0.775,0.922,0.712,0.285,105.085
1507,Groupie,Los Amigos Invisibles,afrobeat,0.761,0.756,0.702,0.00953,126.122
1508,Encendedor,Plastilina Mosh,afrobeat,0.647,0.855,0.816,0.000331,107.859
1509,On the Border,The New Mastersounds,afrobeat,0.78,0.934,0.879,0.118,102.038
1510,Warbé,Ali Farka Touré;Toumani Diabaté,afrobeat,0.601,0.247,0.373,0.938,148.516
1511,Gri Gri Bá Dön,Höröyá,afrobeat,0.767,0.837,0.493,0.0981,135.972
1512,Tearz,El Michels Affair;Lee Fields;The Shacks,afrobeat,0.75,0.382,0.454,0.29,97.226
1513,Doudou,Ali Farka Touré;Toumani Diabaté,afrobeat,0.404,0.397,0.69,0.848,171.012
1514,Savane,Ali Farka Touré,afrobeat,0.764,0.282,0.504,0.77,135.736
1515,Be Mankan,Ali Farka Touré;Toumani Diabaté,afrobeat,0.583,0.206,0.483,0.9,123.362
1516,Atomic Bomb - William Onyeabor vs. Hot Chip,William Onyeabor;Hot Chip,afrobeat,0.834,0.56,0.78,0.0145,125.798
1517,La Crema,Calle 13,afrobeat,0.579,0.748,0.722,0.273,91.944
1518,By My Side,Rehmahz;Oba Reengy,afrobeat,0.614,0.629,0.755,0.307,90.524
1519,Anyway,Sharyn,afrobeat,0.541,0.31,0.324,0.813,137.956
1520,The Waddle,Lefties Soul Connection,afrobeat,0.641,0.837,0.813,0.0497,86.177
1521,Stay Here,Marizu,afrobeat,0.575,0.441,0.665,0.806,98.868
1522,Tiê,Sambabook;Criolo,afrobeat,0.668,0.516,0.858,0.645,89.252
1523,Hard Talk,TJ Cream;Marko,afrobeat,0.682,0.569,0.546,0.206,151.09
1524,Se Vale To-To,Calle 13,afrobeat,0.699,0.739,0.429,0.00428,175.979
1525,Paisaje lunar,Jorge Drexler,afrobeat,0.699,0.503,0.664,0.841,152.933
1526,Let Jesus Row,J Prince,afrobeat,0.813,0.83,0.809,0.0389,113.985
1527,Allema Timba,Alogte Oho & His Sounds of Joy,afrobeat,0.631,0.458,0.945,0.384,141.12
1528,Save Me From Myself,Oba Reengy,afrobeat,0.418,0.657,0.364,0.328,87.384
1529,Beetham Highway Ride,Bacao Rhythm & Steel Band,afrobeat,0.831,0.758,0.902,0.107,96.293
1530,Good Vibration - Village Cuts Remix,Soothsayers;Village Cuts,afrobeat,0.86,0.676,0.602,0.268,94.025
1531,Tacutun,Romperayo,afrobeat,0.785,0.671,0.601,0.019,122.966
1532,Mandrill,Mandrill,afrobeat,0.536,0.734,0.689,0.0785,133.655
1533,Palermo's Grunch,Los Pirañas,afrobeat,0.55,0.871,0.888,0.0483,131.439
1534,Chalupa,Jungle Fire,afrobeat,0.643,0.808,0.931,0.32,116.886
1535,Noma Themba,Letta Mbulu,afrobeat,0.734,0.411,0.532,0.656,90.629
1536,Atómico - Felipe Gordon Remix - Single Edit,Jungle Fire;Felipe Gordon,afrobeat,0.748,0.816,0.715,0.0265,120.996
1537,la espada de cadorna,Morbo y Mambo,afrobeat,0.513,0.845,0.706,0.0152,130.117
1538,Des promesses,Voilaaa;Pat Kalla,afrobeat,0.83,0.785,0.833,0.00709,134.019
1539,The Ghost,The Bamboos,afrobeat,0.688,0.763,0.713,0.0111,99.022
1540,Rusty,Lack Of Afro,afrobeat,0.611,0.973,0.898,0.0637,100.403
1541,Look at the Smile,Pacific Express;Jonathan Bulter,afrobeat,0.688,0.638,0.958,0.0149,97.743
1542,Confirm,A Mose;Nolly,afrobeat,0.853,0.576,0.642,0.0218,104.012
1543,Do You Want a Man - Heaven & Hell Remix,William Onyeabor;The Vaccines;John Hill;Rich Costey,afrobeat,0.603,0.921,0.816,0.198,122.978
1544,Escape from the Catacombs,The Sorcerers,afrobeat,0.595,0.721,0.831,0.428,166.305
1545,Ocidentes Acontecem,Nomade Orquestra;Edgar,afrobeat,0.454,0.743,0.471,0.124,132.043
1546,Si Tu Me Quisieras,Juanafé;La Flor del Recuerdo,afrobeat,0.659,0.53,0.726,0.743,126.031
1547,Carnaval,Manu Dibango;Cuarteto Patria,afrobeat,0.44,0.739,0.927,0.294,101.033
1548,Cumbia Del Sol,Thee Commons,afrobeat,0.606,0.914,0.944,0.00457,96.243
1549,Novos Mundos,Afrocidade,afrobeat,0.816,0.88,0.752,0.165,120.079
1550,I Sold My Heart to the Junkman,Orgone;Cyril Neville,afrobeat,0.534,0.672,0.819,0.00784,102.071
1551,Soleil Couchant,The Souljazz Orchestra,afrobeat,0.618,0.831,0.92,0.429,126.058
1552,Motives - What Have We Come Here to Do Church?,Eddie Neblett,afrobeat,0.715,0.698,0.661,0.377,84.653
1553,Ja Fun Mi - Instrumental,King Sunny Ade,afrobeat,0.464,0.683,0.833,0.165,105.437
1554,Qué Sabemos,Newen Afrobeat,afrobeat,0.677,0.799,0.775,0.0397,125.041
1555,Baile De Los Pobres,Calle 13,afrobeat,0.501,0.82,0.427,0.0868,179.996
1556,Drum Song,Jackie Mittoo,afrobeat,0.696,0.415,0.637,0.169,95.801
1557,Imensidão,Samuca e a Selva,afrobeat,0.758,0.803,0.791,0.0336,108.015
1558,Las Lycras del Avila,Los Amigos Invisibles,afrobeat,0.691,0.624,0.734,0.32,132.297
1559,Mostro,Los Amigos Invisibles,afrobeat,0.853,0.799,0.798,0.159,125.015
1560,Ojos Color Sol (feat. Silvio Rodríguez),Calle 13;Silvio Rodríguez,afrobeat,0.582,0.443,0.452,0.664,78.071
1561,La Que Me Gusta,Los Amigos Invisibles,afrobeat,0.721,0.833,0.549,0.122,100.005
1562,My Prayer (Yahweh),CalledOut Music,afrobeat,0.583,0.31,0.563,0.688,140.974
1563,I Don't Wanna Stop,The Bamboos,afrobeat,0.69,0.775,0.962,0.119,93.241
1564,Use Me,Angeloh,afrobeat,0.581,0.491,0.877,0.281,126.273
1565,Un Beso de Desayuno,Calle 13,afrobeat,0.537,0.854,0.786,0.295,84.894
1566,Vuelo Antillano,La BOA,afrobeat,0.771,0.735,0.95,0.0142,107.975
1567,Love Like This - 45 Edit,Bacao Rhythm & Steel Band,afrobeat,0.91,0.837,0.969,0.427,101.494
1568,Suffer,IFÁ;Okwei V. Odili,afrobeat,0.718,0.748,0.963,0.0885,99.014
1569,Axé!,IFÁ;Okwei V. Odili,afrobeat,0.712,0.728,0.965,0.0867,115.967
1570,Forgiveness,Eddie Neblett,afrobeat,0.496,0.594,0.73,0.437,172.031
1571,Kaiso Noir (Bonus Track),Bacao Rhythm & Steel Band,afrobeat,0.815,0.618,0.964,0.0231,119.882
1572,Thunderbird,Whitefield Brothers,afrobeat,0.709,0.978,0.744,0.026,94.391
1573,Into the Void,Brownout;Brown Sabbath,afrobeat,0.34,0.729,0.415,0.0134,154.28
1574,Playa Azul,Los Amigos Invisibles,afrobeat,0.629,0.745,0.704,0.229,175.979
1575,Eru,Abayomy Afrobeat Orquestra,afrobeat,0.565,0.906,0.84,0.0553,133.283
1576,Something,Los Amigos Invisibles,afrobeat,0.695,0.714,0.77,0.00374,116.035
1577,Domingo Echao,Los Amigos Invisibles,afrobeat,0.86,0.457,0.672,0.0598,114.972
1578,Pangeia,BaianaSystem;Mateus Aleluia,afrobeat,0.743,0.631,0.686,0.29,110.034
1579,Yennicita,El Michels Affair,afrobeat,0.44,0.682,0.397,0.0422,168.385
1580,C'est le voyage,Voilaaa,afrobeat,0.868,0.806,0.941,0.304,121.918
1581,Nasty Hats,Orgone,afrobeat,0.745,0.82,0.962,0.0177,93.978
1582,It's Your Thing / Hey Pocky a-Way,Lefties Soul Connection,afrobeat,0.508,0.882,0.842,0.0351,170.223
1583,Stimela (Coal Train) - Black Coffee Remix,Hugh Masekela;Black Coffee,afrobeat,0.818,0.942,0.735,0.126,123.015
1584,Obatalá,Abayomy Afrobeat Orquestra,afrobeat,0.577,0.773,0.469,0.0709,93.111
1585,Losin' Ground,Cymande,afrobeat,0.77,0.3,0.707,0.232,93.169
1586,The Creator Has a Masterplan,The Dynamics,afrobeat,0.781,0.601,0.822,0.322,121.001
1587,Arepa 3000,Los Amigos Invisibles,afrobeat,0.661,0.877,0.911,0.0252,110.111
1588,El valle de las leñas amarillas,Jorge Drexler,afrobeat,0.794,0.4,0.437,0.855,108.622
1589,Playsom (Mahal Pita Remix),BaianaSystem;Mahal Pita,afrobeat,0.696,0.686,0.477,0.00899,128.102
1590,Pull Me Through,Jor'dan Armstrong;Tim Bowman Jr.,afrobeat,0.669,0.754,0.543,0.339,118.091
1591,Tata Masamba,Ricardo Lemvo,afrobeat,0.807,0.696,0.931,0.714,91.029
1592,My Baby's Cheating - I Sure Got the Feeling,The Bamboos,afrobeat,0.716,0.947,0.805,0.0548,101.628
1593,Karma Sutra,Orgone,afrobeat,0.651,0.949,0.963,0.019,98.336
1594,Vinheta Baiana,BaianaSystem,afrobeat,0.427,0.59,0.722,0.82,121.578
1595,Baie de Sangareya,The Shaolin Afronauts,afrobeat,0.605,0.74,0.745,0.0772,102.605
1596,P.D.T.N. (Prostituto de Transnacional),Newen Afrobeat,afrobeat,0.68,0.777,0.425,0.0808,105.052
1597,Lady,Fela Kuti,afrobeat,0.747,0.858,0.536,0.302,106.693
1598,Cumbia da Simone,Manoel Cordeiro,afrobeat,0.721,0.777,0.782,0.504,114.014
1599,Love Thy Neighbour,Orlando Julius;The Heliocentrics,afrobeat,0.628,0.93,0.699,0.00866,108.168
1600,Taking Me Down,The New Mastersounds;Jeff Franca;Lamar Williams Jr.,afrobeat,0.692,0.854,0.782,0.333,95.026
1601,The Plan,The Poets Of Rhythm,afrobeat,0.782,0.935,0.853,0.127,123.248
1602,Cumbia Espacial,Ondatrópica,afrobeat,0.705,0.859,0.754,0.373,91.263
1603,Rainha das Cabeças,Metá Metá,afrobeat,0.359,0.953,0.658,0.299,98.935
1604,Pagode Russo,Orquestra Brasileira de Música Jamaicana,afrobeat,0.751,0.868,0.985,0.708,150.052
1605,Let's Fall in Love,William Onyeabor,afrobeat,0.713,0.958,0.961,0.461,131.462
1606,Pornoshop,Plastilina Mosh,afrobeat,0.635,0.822,0.601,0.000989,103.05
1607,Stereo Freeze,Jackie Mittoo,afrobeat,0.679,0.648,0.952,0.000521,102.627
1608,My Everything,Kutiman;Dekel,afrobeat,0.594,0.552,0.52,0.105,110.038
1609,This Loving,Limoblaze;Johnny Drille,afrobeat,0.564,0.483,0.569,0.53,101.095
1610,Coconut,Manu Dibango,afrobeat,0.652,0.84,0.955,0.145,113.623
1611,¿ Quien Es ?,La Cumbia Chicharra,afrobeat,0.79,0.647,0.967,0.602,93.99
1612,Good God,Limoblaze;Ada Ehi,afrobeat,0.285,0.513,0.221,0.656,82.303
1613,Everyday,TJ Cream;First Fire;Marko,afrobeat,0.522,0.727,0.714,0.633,93.37
1614,Victory,Rehmahz;Limoblaze,afrobeat,0.672,0.437,0.411,0.486,126.599
1615,Fever,Elikem Kofi,afrobeat,0.766,0.696,0.521,0.0988,107.977
1616,El Pescador,Dos Santos,afrobeat,0.562,0.722,0.887,0.0132,100.747
1617,What You Want,Angeloh,afrobeat,0.77,0.584,0.669,0.288,114.96
1618,Tikulafe,Zé Bigode Orquestra,afrobeat,0.641,0.77,0.643,0.0631,121.956
1619,Yakuba,Whitefield Brothers,afrobeat,0.809,0.946,0.911,0.192,90.73
1620,Amor,Orquestra Voadora,afrobeat,0.664,0.875,0.626,0.0917,104.925
1621,Make the Road By Walking,Menahan Street Band,afrobeat,0.615,0.76,0.902,0.0186,90.847
1622,Eledumare,Limoblaze,afrobeat,0.709,0.854,0.816,0.492,103.018
1623,Awo,Foli Griô Orquestra;Carlos Malta;Dofono de Omulu;Ekedi Nicinha,afrobeat,0.594,0.716,0.931,0.217,133.407
1624,Do Your Thing,Orgone,afrobeat,0.586,0.702,0.69,0.553,143.434
1625,Africa Irie,Chief Checker,afrobeat,0.745,0.587,0.86,0.0329,131.977
1626,I Refuse To Smile,Mandrill,afrobeat,0.544,0.697,0.654,0.205,87.557
1627,Vai C Bom,Zé Bigode Orquestra,afrobeat,0.615,0.874,0.389,0.176,189.944
1628,Ketan,Gyedu-Blay Ambolley,afrobeat,0.644,0.823,0.508,0.145,104.967
1629,WRONGS,Jor'dan Armstrong,afrobeat,0.534,0.631,0.506,0.272,126.018
1630,Tout est fragile,Lo'Jo;Vincent Ségal;Robert Wyatt,afrobeat,0.66,0.57,0.808,0.473,120.104
1631,Don't Contradict,Ikebe Shakedown,afrobeat,0.776,0.961,0.942,0.53,136.005
1632,Président,Pat Kalla;Le Super Mojo,afrobeat,0.774,0.719,0.89,0.0181,132.025
1633,Sissoko,The Shaolin Afronauts,afrobeat,0.705,0.547,0.655,0.025,120.336
1634,Five Points,Ikebe Shakedown,afrobeat,0.511,0.678,0.83,0.0387,82.041
1635,Came Up,Jor'dan Armstrong,afrobeat,0.72,0.441,0.309,0.668,96.01
1636,For Baby Ooh,Cymande,afrobeat,0.817,0.211,0.71,0.948,112.21
1637,Coragem,Samuca e a Selva,afrobeat,0.802,0.644,0.813,0.0866,124.029
1638,Yennicita - Alternate Version,El Michels Affair,afrobeat,0.619,0.585,0.642,0.00463,167.942
1639,Lucro/Descomprimindo,BaianaSystem,afrobeat,0.713,0.825,0.68,0.147,100.04
1640,Tuto Bay,The Mauskovic Dance Band,afrobeat,0.716,0.511,0.929,0.00678,133.028
1641,Surfing,Ernest Ranglin,afrobeat,0.793,0.436,0.821,0.132,142.011
1642,Caju,Afrocidade,afrobeat,0.343,0.472,0.764,0.314,93.945
1643,Boulmamine,Orchestra Baobab,afrobeat,0.649,0.618,0.752,0.737,139.307
1644,Tighten Up,The Bamboos,afrobeat,0.569,0.949,0.968,0.0224,131.921
1645,Voráz,Newen Afrobeat,afrobeat,0.679,0.774,0.932,0.218,145.009
1646,Calamatraca (ÀTTØØXXÁ Remix),BaianaSystem;ÀTTØØXXÁ,afrobeat,0.748,0.626,0.44,0.0135,149.933
1647,Back At The Boathouse,Breakestra,afrobeat,0.763,0.925,0.761,0.0533,98.51
1648,No Les Creeré,Newen Afrobeat,afrobeat,0.746,0.829,0.834,0.153,117.714
1649,Tomahawk,The Budos Band,afrobeat,0.514,0.85,0.684,0.00179,110.897
1650,Atomic Bomb,William Onyeabor,afrobeat,0.761,0.382,0.966,0.0279,116.887
1651,Esto Es Lo Que Hay,Los Amigos Invisibles,afrobeat,0.589,0.789,0.312,0.496,104.178
1652,Jonaz Goes to Hollywood,Plastilina Mosh,afrobeat,0.677,0.925,0.396,0.178,102.52
1653,Edén,Jorge Drexler,afrobeat,0.643,0.311,0.773,0.921,137.278
1654,Equipaje,Jorge Drexler,afrobeat,0.785,0.393,0.333,0.928,126.776
1655,Grazing In The Grass,Hugh Masekela,afrobeat,0.673,0.697,0.911,0.518,107.46
1656,No One Like You,Eben;Nathaniel Bassey,afrobeat,0.652,0.529,0.488,0.357,129.861
1657,PIMP,Bacao Rhythm & Steel Band,afrobeat,0.672,0.858,0.963,0.456,166.689
1658,Zaharila,El Michels Affair;Piya Malik,afrobeat,0.378,0.596,0.501,0.0788,81.873
1659,Plus Plus,The Poets Of Rhythm,afrobeat,0.723,0.722,0.604,0.0218,95.558
1660,Favor,Jor'dan Armstrong,afrobeat,0.467,0.615,0.45,0.0881,142.076
1661,A Pesar La Vida,Ocote Soul Sounds;Chico Mann;Quantic,afrobeat,0.496,0.753,0.456,0.0204,99.876
1662,442,Morbo y Mambo,afrobeat,0.558,0.819,0.276,0.000621,132.005
1663,The People of the Forest,The Sorcerers,afrobeat,0.86,0.548,0.905,0.573,138.786
1664,Wisdom Seeker,TJ Cream;Beloved Music,afrobeat,0.825,0.68,0.722,0.135,96.029
1665,Groovy Flute,Manu Dibango,afrobeat,0.678,0.845,0.965,0.791,104.653
1666,Amazing,Marizu,afrobeat,0.508,0.483,0.523,0.639,133.207
1667,Samurai,Nomade Orquestra,afrobeat,0.603,0.67,0.314,0.504,94.01
1668,Coconut Rock,Ocote Soul Sounds,afrobeat,0.796,0.904,0.762,0.503,88.001
1669,Life,Sharyn;Triple O,afrobeat,0.666,0.565,0.263,0.0722,180.071
1670,Tierra,La Misa Negra,afrobeat,0.629,0.577,0.193,0.0259,120.042
1671,Tempos Insanos,Maga Bo;BNegão,afrobeat,0.871,0.889,0.557,0.0218,99.926
1672,A Limpiar El Sucio,Calle 13,afrobeat,0.618,0.825,0.896,0.484,79.439
1673,The Jaunt,The Poets Of Rhythm,afrobeat,0.739,0.58,0.626,0.173,108.304
1674,Touchdown,Bacao Rhythm & Steel Band,afrobeat,0.81,0.621,0.837,0.0264,95.911
1675,Ossanyn,Metá Metá,afrobeat,0.454,0.636,0.455,0.271,138.448
1676,Sol Walk,Whitefield Brothers,afrobeat,0.7,0.933,0.863,0.166,115.711
1677,God Got Me,Jor'dan Armstrong,afrobeat,0.787,0.726,0.407,0.0719,107.024
1678,Agua Santa,Ocote Soul Sounds,afrobeat,0.718,0.872,0.949,0.397,164.013
1679,Manu écoute ça...,Voilaaa,afrobeat,0.851,0.776,0.907,0.29,118.019
1680,Sugar's Boogaloo,The Sugarman 3,afrobeat,0.62,0.559,0.625,0.661,127.721
1681,Guiding Resolution,The Poets Of Rhythm,afrobeat,0.639,0.638,0.936,0.228,101.687
1682,Jungle Fire,Voilaaa,afrobeat,0.81,0.612,0.598,0.156,116.803
1683,"Soul Buster, Pt. 1",The Mighty Imperials;Joseph Henry,afrobeat,0.601,0.968,0.88,0.0643,105.657
1684,El Busetero Buscapleitos,Romperayo,afrobeat,0.434,0.87,0.898,0.0146,124.228
1685,Ocho Rios,El Michels Affair,afrobeat,0.775,0.688,0.529,0.0791,94.62
1686,Mariô (Instrumental),Criolo,afrobeat,0.724,0.585,0.516,0.00692,89.933
1687,Drum Ting,Jackie Mittoo,afrobeat,0.735,0.637,0.964,0.715,83.352
1688,Friends,Jor'dan Armstrong,afrobeat,0.742,0.668,0.806,0.0152,97.009
1689,Cumbia Regional,El Hijo De La Cumbia,afrobeat,0.576,0.887,0.592,0.00013,109.957
1690,Fires Glow,Lack Of Afro;Emma Noble,afrobeat,0.633,0.681,0.622,0.38,110.004
1691,Pipi,Los Amigos Invisibles,afrobeat,0.631,0.609,0.702,0.000932,174.968
1692,Masturbation Session,Los Amigos Invisibles,afrobeat,0.843,0.822,0.86,0.0221,117.971
1693,Burnt Back,The New Mastersounds,afrobeat,0.537,0.903,0.843,0.452,111.801
1694,Frevofoguete,BaianaSystem,afrobeat,0.482,0.714,0.656,0.0127,155.103
1695,Alfazema Y Guiné (feat. Guinu),Zé Bigode Orquestra;Guinu,afrobeat,0.875,0.761,0.912,0.162,129.911
1696,Yo No Se,Los Amigos Invisibles,afrobeat,0.56,0.822,0.962,0.256,131.774
1697,Electro Movimiento,Calle 13,afrobeat,0.803,0.86,0.534,0.0782,109.966
1698,Come y Calla,Newen Afrobeat,afrobeat,0.795,0.857,0.845,0.526,97.01
1699,Love and Death,Ebo Taylor;Uhuru-Yenzu,afrobeat,0.804,0.92,0.811,0.158,108.979
1700,Tiki Fiesta,Plastilina Mosh,afrobeat,0.768,0.688,0.4,0.103,125.112
1701,Man Feriman,Metá Metá,afrobeat,0.475,0.76,0.359,0.276,109.977
1702,Mango Cool,Los Amigos Invisibles,afrobeat,0.527,0.883,0.828,0.0204,155.135
1703,Mix Tel Aviv,Kutiman,afrobeat,0.751,0.688,0.403,0.102,120.96
1704,Mata,Akalé Wubé,afrobeat,0.569,0.496,0.808,0.393,82.822
1705,Thank You,TB1,afrobeat,0.775,0.808,0.912,0.113,115.011
1706,Life of Grace,Louis Pascal,afrobeat,0.59,0.491,0.253,0.0128,193.616
1707,Comencemos (Let's Start),Jungle Fire,afrobeat,0.666,0.903,0.913,0.23,111.84
1708,Breezin',Oneness Of Juju,afrobeat,0.616,0.476,0.862,0.687,80.318
1709,He Turned It,Becca Folkes,afrobeat,0.663,0.872,0.585,0.0221,97.0
1710,Omega,Greyboy,afrobeat,0.755,0.876,0.894,0.014,108.383
1711,Rio Grande,Ikebe Shakedown,afrobeat,0.445,0.605,0.692,0.25,162.588
1712,"Abyssinian Suite, Pt. 4",The Shaolin Afronauts,afrobeat,0.526,0.762,0.867,0.0183,110.086
1713,Haven`t You Heard?,TJ Cream;Ozoro,afrobeat,0.865,0.443,0.738,0.148,160.001
1714,Uncommon Girl,Jaron Nurse,afrobeat,0.908,0.631,0.819,0.128,110.048
1715,É da Nossa Cor,Maga Bo;Mestre Camaleão,afrobeat,0.668,0.873,0.771,0.422,116.968
1716,The Demander,Victor Rice,afrobeat,0.678,0.785,0.995,0.00941,141.557
1717,Burn Brighter / Like I do,Sharyn,afrobeat,0.855,0.662,0.487,0.33,113.003
1718,Searching,Jlyricz,afrobeat,0.552,0.424,0.596,0.604,204.128
1719,Funky Amigo,Speedometer,afrobeat,0.862,0.673,0.823,0.0568,113.427
1720,Culebro,Jungle Fire,afrobeat,0.581,0.871,0.91,0.00707,118.497
1721,Give The Beggar A Chance,Monomono,afrobeat,0.548,0.721,0.947,0.503,163.452
1722,100% Worship,Eddie Neblett,afrobeat,0.718,0.73,0.932,0.447,120.145
1723,Jealousy,Tony Allen With Africa 70,afrobeat,0.866,0.636,0.859,0.222,99.615
1724,Been Such A Long Time Gone,Hugh Masekela,afrobeat,0.538,0.663,0.699,0.236,106.814
1725,Bèmèlkesh Aydèlèm,Girma Bèyènè;Akalé Wubé,afrobeat,0.76,0.626,0.857,0.562,99.991
1726,Sakonsa,Ikebe Shakedown,afrobeat,0.603,0.984,0.922,0.174,131.249
1727,Village Hustle,Jungle Fire,afrobeat,0.785,0.874,0.962,0.0782,120.102
1728,Nubes (feat. Shigeto),Niña Dioz;Shigeto,afrobeat,0.891,0.855,0.527,0.0234,115.0
1729,The Viking,Ikebe Shakedown,afrobeat,0.732,0.967,0.755,0.332,110.103
1730,Ewa,Tony Allen,afrobeat,0.692,0.884,0.19,0.0317,112.976
1731,Black Woman Experience - Mixed,Geraldo Pino;The Heartbeats,afrobeat,0.719,0.736,0.372,0.447,123.326
1732,Woman To Man,Tony Allen;Ty,afrobeat,0.898,0.801,0.724,0.0105,115.028
1733,Hager Fiker,Mulatu Astatke,afrobeat,0.677,0.684,0.948,0.953,92.185
1734,Ise Nla,Tony Allen,afrobeat,0.774,0.907,0.962,0.304,110.0
1735,E Nan Mian Nuku,El Rego;Kill Emil,afrobeat,0.753,0.877,0.866,0.00721,97.985
1736,Tiger's Skip,Tony Allen,afrobeat,0.727,0.481,0.451,0.0266,147.327
1737,Água (Adubada),BaianaSystem;Buguinha Dub;Antonio Carlos & Jocafi;Orquestra Afrosinfônica,afrobeat,0.486,0.586,0.393,0.638,96.954
1738,When The Going Is Smooth & Good,William Onyeabor,afrobeat,0.826,0.629,0.54,0.357,128.164
1739,Smoke Gets In...,The Budos Band,afrobeat,0.513,0.347,0.279,0.000155,107.468
1740,Clementine Jam,Orchestra Baobab,afrobeat,0.545,0.664,0.333,0.0655,96.602
1741,Que Rico,Los Amigos Invisibles,afrobeat,0.556,0.75,0.715,0.276,130.915
1742,Balboa Dub,Bixiga 70,afrobeat,0.644,0.831,0.759,0.221,126.061
1743,Vermelhos de Ciclos,Samuca e a Selva,afrobeat,0.753,0.728,0.59,0.0159,144.003
1744,Como Sabes Tú,Los Amigos Invisibles,afrobeat,0.5,0.926,0.732,0.000692,74.973
1745,Tatuaje,Jorge Drexler,afrobeat,0.532,0.571,0.215,0.6,79.529
1746,Amor de Índio,Samuca e a Selva,afrobeat,0.57,0.386,0.316,0.646,150.141
1747,Marketplace,Hugh Masekela,afrobeat,0.696,0.249,0.558,0.678,92.286
1748,Chileshe,Hugh Masekela,afrobeat,0.656,0.85,0.443,0.415,88.955
1749,Chinese New Year,Mulatu Astatke;The Heliocentrics,afrobeat,0.57,0.698,0.715,0.224,116.416
1750,Talkatif,Antibalas,afrobeat,0.695,0.942,0.851,0.206,136.029
1751,Savage Sucker Boy Featuring Pocahontas Freaky Groove,Plastilina Mosh,afrobeat,0.324,0.826,0.588,0.00703,128.375
1752,Dansaki,Lara George,afrobeat,0.701,0.94,0.945,0.0619,139.497
1753,Ala Vida,El Michels Affair,afrobeat,0.647,0.386,0.491,0.67,80.833
1754,La edad del cielo,Jorge Drexler,afrobeat,0.668,0.261,0.282,0.588,147.446
1755,Discontinued,Nomo,afrobeat,0.394,0.73,0.795,0.0437,85.866
1756,T.I.B.W.F.,The Budos Band,afrobeat,0.674,0.607,0.712,0.0124,77.845
1757,Faraway,A Mose,afrobeat,0.701,0.739,0.247,0.0855,100.981
1758,Enkèn Yèlélèbesh,Girma Bèyènè;Akalé Wubé,afrobeat,0.74,0.492,0.893,0.589,128.648
1759,Cantarito,Buyepongo,afrobeat,0.571,0.783,0.866,0.317,121.39
1760,Must Reach,J Prince,afrobeat,0.808,0.778,0.613,0.198,100.009
1761,El Avión Se Cae,Calle 13,afrobeat,0.759,0.78,0.51,0.0024,125.05
